sample interval	and GSR
          10317	 12.211
          10318	 12.211
          10319	 12.211
          10320	 12.211
          10321	 12.211
          10322	 12.211
          10323	 12.211
          10324	 12.211
          10325	 12.211
          10326	 12.211
          10327	 12.198
          10328	 12.198
          10329	 12.198
          10330	 12.198
          10331	 12.198
          10332	 12.198
          10333	 12.198
          10334	 12.198
          10335	 12.198
          10336	 12.198
          10337	 12.198
          10338	 12.198
          10339	 12.188
          10340	 12.188
          10341	 12.188
          10342	 12.188
          10343	 12.188
          10344	 12.188
          10345	 12.188
          10346	 12.188
          10347	 12.188
          10348	 12.188
          10349	 12.188
          10350	 12.179
          10351	 12.179
          10352	 12.179
          10353	 12.179
          10354	 12.179
          10355	 12.179
          10356	 12.179
          10357	 12.179
          10358	 12.179
          10359	 12.179
          10360	 12.179
          10361	 12.179
          10362	 12.166
          10363	 12.166
          10364	 12.166
          10365	 12.166
          10366	 12.166
          10367	 12.166
          10368	 12.166
          10369	 12.166
          10370	 12.166
          10371	 12.166
          10372	 12.166
          10373	 12.156
          10374	 12.156
          10375	 12.156
          10376	 12.156
          10377	 12.156
          10378	 12.156
          10379	 12.156
          10380	 12.156
          10381	 12.156
          10382	 12.156
          10383	 12.156
          10384	 12.156
          10385	 12.146
          10386	 12.146
          10387	 12.146
          10388	 12.146
          10389	 12.146
          10390	 12.146
          10391	 12.146
          10392	 12.146
          10393	 12.146
          10394	 12.146
          10395	 12.146
          10396	 12.134
          10397	 12.134
          10398	 12.134
          10399	 12.134
          10400	 12.134
          10401	 12.134
          10402	 12.134
          10403	 12.134
          10404	 12.134
          10405	 12.134
          10406	 12.134
          10407	 12.134
          10408	 12.124
          10409	 12.124
          10410	 12.124
          10411	 12.124
          10412	 12.124
          10413	 12.124
          10414	 12.124
          10415	 12.124
          10416	 12.124
          10417	 12.124
          10418	 12.124
          10419	 12.114
          10420	 12.114
          10421	 12.114
          10422	 12.114
          10423	 12.114
          10424	 12.114
          10425	 12.114
          10426	 12.114
          10427	 12.114
          10428	 12.114
          10429	 12.114
          10430	 12.114
          10431	 12.101
          10432	 12.101
          10433	 12.101
          10434	 12.101
          10435	 12.101
          10436	 12.101
          10437	 12.101
          10438	 12.101
          10439	 12.101
          10440	 12.101
          10441	 12.101
          10442	 12.092
          10443	 12.092
          10444	 12.092
          10445	 12.092
          10446	 12.092
          10447	 12.092
          10448	 12.092
          10449	 12.092
          10450	 12.092
          10451	 12.092
          10452	 12.092
          10453	 12.092
          10454	 12.082
          10455	 12.082
          10456	 12.082
          10457	 12.082
          10458	 12.082
          10459	 12.082
          10460	 12.082
          10461	 12.082
          10462	 12.082
          10463	 12.082
          10464	 12.082
          10465	 12.069
          10466	 12.069
          10467	 12.069
          10468	 12.069
          10469	 12.069
          10470	 12.069
          10471	 12.069
          10472	 12.069
          10473	 12.069
          10474	 12.069
          10475	 12.069
          10476	 12.069
          10477	 12.059
          10478	 12.059
          10479	 12.059
          10480	 12.059
          10481	 12.059
          10482	 12.059
          10483	 12.059
          10484	 12.059
          10485	 12.059
          10486	 12.059
          10487	 12.059
          10488	 12.049
          10489	 12.049
          10490	 12.049
          10491	 12.049
          10492	 12.049
          10493	 12.049
          10494	 12.049
          10495	 12.049
          10496	 12.049
          10497	 12.049
          10498	 12.049
          10499	 12.049
          10500	 12.037
          10501	 12.037
          10502	 12.037
          10503	 12.037
          10504	 12.037
          10505	 12.037
          10506	 12.037
          10507	 12.037
          10508	 12.037
          10509	 12.037
          10510	 12.037
          10511	 12.027
          10512	 12.027
          10513	 12.027
          10514	 12.027
          10515	 12.027
          10516	 12.027
          10517	 12.027
          10518	 12.027
          10519	 12.027
          10520	 12.027
          10521	 12.027
          10522	 12.027
          10523	 12.014
          10524	 12.014
          10525	 12.014
          10526	 12.014
          10527	 12.014
          10528	 12.014
          10529	 12.014
          10530	 12.014
          10531	 12.014
          10532	 12.014
          10533	 12.014
          10534	 12.005
          10535	 12.005
          10536	 12.005
          10537	 12.005
          10538	 12.005
          10539	 12.005
          10540	 12.005
          10541	 12.005
          10542	 12.005
          10543	 12.005
          10544	 12.005
          10545	 12.005
          10546	 11.992
          10547	 11.992
          10548	 11.992
          10549	 11.992
          10550	 11.992
          10551	 11.992
          10552	 11.992
          10553	 11.992
          10554	 11.992
          10555	 11.992
          10556	 11.992
          10557	 11.982
          10558	 11.982
          10559	 11.982
          10560	 11.982
          10561	 11.982
          10562	 11.982
          10563	 11.982
          10564	 11.982
          10565	 11.982
          10566	 11.982
          10567	 11.982
          10568	 11.982
          10569	 11.970
          10570	 11.970
          10571	 11.970
          10572	 11.970
          10573	 11.970
          10574	 11.970
          10575	 11.970
          10576	 11.970
          10577	 11.970
          10578	 11.970
          10579	 11.970
          10580	 11.960
          10581	 11.960
          10582	 11.960
          10583	 11.960
          10584	 11.960
          10585	 11.960
          10586	 11.960
          10587	 11.960
          10588	 11.960
          10589	 11.960
          10590	 11.960
          10591	 11.960
          10592	 11.947
          10593	 11.947
          10594	 11.947
          10595	 11.947
          10596	 11.947
          10597	 11.947
          10598	 11.947
          10599	 11.947
          10600	 11.947
          10601	 11.947
          10602	 11.947
          10603	 11.937
          10604	 11.937
          10605	 11.937
          10606	 11.937
          10607	 11.937
          10608	 11.937
          10609	 11.937
          10610	 11.937
          10611	 11.937
          10612	 11.937
          10613	 11.937
          10614	 11.937
          10615	 11.925
          10616	 11.925
          10617	 11.925
          10618	 11.925
          10619	 11.925
          10620	 11.925
          10621	 11.925
          10622	 11.925
          10623	 11.925
          10624	 11.925
          10625	 11.925
          10626	 11.913
          10627	 11.913
          10628	 11.913
          10629	 11.913
          10630	 11.913
          10631	 11.913
          10632	 11.913
          10633	 11.913
          10634	 11.913
          10635	 11.913
          10636	 11.913
          10637	 11.913
          10638	 11.903
          10639	 11.903
          10640	 11.903
          10641	 11.903
          10642	 11.903
          10643	 11.903
          10644	 11.903
          10645	 11.903
          10646	 11.903
          10647	 11.903
          10648	 11.903
          10649	 11.893
          10650	 11.893
          10651	 11.893
          10652	 11.893
          10653	 11.893
          10654	 11.893
          10655	 11.893
          10656	 11.893
          10657	 11.893
          10658	 11.893
          10659	 11.893
          10660	 11.893
          10661	 11.880
          10662	 11.880
          10663	 11.880
          10664	 11.880
          10665	 11.880
          10666	 11.880
          10667	 11.880
          10668	 11.880
          10669	 11.880
          10670	 11.880
          10671	 11.880
          10672	 11.870
          10673	 11.870
          10674	 11.870
          10675	 11.870
          10676	 11.870
          10677	 11.870
          10678	 11.870
          10679	 11.870
          10680	 11.870
          10681	 11.870
          10682	 11.870
          10683	 11.870
          10684	 11.860
          10685	 11.860
          10686	 11.860
          10687	 11.860
          10688	 11.860
          10689	 11.860
          10690	 11.860
          10691	 11.860
          10692	 11.860
          10693	 11.860
          10694	 11.860
          10695	 11.848
          10696	 11.848
          10697	 11.848
          10698	 11.848
          10699	 11.848
          10700	 11.848
          10701	 11.848
          10702	 11.848
          10703	 11.848
          10704	 11.848
          10705	 11.848
          10706	 11.848
          10707	 11.838
          10708	 11.838
          10709	 11.838
          10710	 11.838
          10711	 11.838
          10712	 11.838
          10713	 11.838
          10714	 11.838
          10715	 11.838
          10716	 11.838
          10717	 11.838
          10718	 11.828
          10719	 11.828
          10720	 11.828
          10721	 11.828
          10722	 11.828
          10723	 11.828
          10724	 11.828
          10725	 11.828
          10726	 11.828
          10727	 11.828
          10728	 11.828
          10729	 11.828
          10730	 11.818
          10731	 11.818
          10732	 11.818
          10733	 11.818
          10734	 11.818
          10735	 11.818
          10736	 11.818
          10737	 11.818
          10738	 11.818
          10739	 11.818
          10740	 11.818
          10741	 11.808
          10742	 11.808
          10743	 11.808
          10744	 11.808
          10745	 11.808
          10746	 11.808
          10747	 11.808
          10748	 11.808
          10749	 11.808
          10750	 11.808
          10751	 11.808
          10752	 11.808
          10753	 11.796
          10754	 11.796
          10755	 11.796
          10756	 11.796
          10757	 11.796
          10758	 11.796
          10759	 11.796
          10760	 11.796
          10761	 11.796
          10762	 11.796
          10763	 11.796
          10764	 11.786
          10765	 11.786
          10766	 11.786
          10767	 11.786
          10768	 11.786
          10769	 11.786
          10770	 11.786
          10771	 11.786
          10772	 11.786
          10773	 11.786
          10774	 11.786
          10775	 11.786
          10776	 11.778
          10777	 11.778
          10778	 11.778
          10779	 11.778
          10780	 11.778
          10781	 11.778
          10782	 11.778
          10783	 11.778
          10784	 11.778
          10785	 11.778
          10786	 11.778
          10787	 11.768
          10788	 11.768
          10789	 11.768
          10790	 11.768
          10791	 11.768
          10792	 11.768
          10793	 11.768
          10794	 11.768
          10795	 11.768
          10796	 11.768
          10797	 11.768
          10798	 11.768
          10799	 11.756
          10800	 11.756
          10801	 11.756
          10802	 11.756
          10803	 11.756
          10804	 11.756
          10805	 11.756
          10806	 11.756
          10807	 11.756
          10808	 11.756
          10809	 11.756
          10810	 11.748
          10811	 11.748
          10812	 11.748
          10813	 11.748
          10814	 11.748
          10815	 11.748
          10816	 11.748
          10817	 11.748
          10818	 11.748
          10819	 11.748
          10820	 11.748
          10821	 11.748
          10822	 11.739
          10823	 11.739
          10824	 11.739
          10825	 11.739
          10826	 11.739
          10827	 11.739
          10828	 11.739
          10829	 11.739
          10830	 11.739
          10831	 11.739
          10832	 11.739
          10833	 11.729
          10834	 11.729
          10835	 11.729
          10836	 11.729
          10837	 11.729
          10838	 11.729
          10839	 11.729
          10840	 11.729
          10841	 11.729
          10842	 11.729
          10843	 11.729
          10844	 11.729
          10845	 11.719
          10846	 11.719
          10847	 11.719
          10848	 11.719
          10849	 11.719
          10850	 11.719
          10851	 11.719
          10852	 11.719
          10853	 11.719
          10854	 11.719
          10855	 11.719
          10856	 11.696
          10857	 11.696
          10858	 11.696
          10859	 11.696
          10860	 11.696
          10861	 11.696
          10862	 11.696
          10863	 11.696
          10864	 11.696
          10865	 11.696
          10866	 11.696
          10867	 11.696
          10868	 11.684
          10869	 11.684
          10870	 11.684
          10871	 11.684
          10872	 11.684
          10873	 11.684
          10874	 11.684
          10875	 11.684
          10876	 11.684
          10877	 11.684
          10878	 11.684
          10879	 11.691
          10880	 11.691
          10881	 11.691
          10882	 11.691
          10883	 11.691
          10884	 11.691
          10885	 11.691
          10886	 11.691
          10887	 11.691
          10888	 11.691
          10889	 11.691
          10890	 11.691
          10891	 11.686
          10892	 11.686
          10893	 11.686
          10894	 11.686
          10895	 11.686
          10896	 11.686
          10897	 11.686
          10898	 11.686
          10899	 11.686
          10900	 11.686
          10901	 11.686
          10902	 11.674
          10903	 11.674
          10904	 11.674
          10905	 11.674
          10906	 11.674
          10907	 11.674
          10908	 11.674
          10909	 11.674
          10910	 11.674
          10911	 11.674
          10912	 11.674
          10913	 11.674
          10914	 11.669
          10915	 11.669
          10916	 11.669
          10917	 11.669
          10918	 11.669
          10919	 11.669
          10920	 11.669
          10921	 11.669
          10922	 11.669
          10923	 11.669
          10924	 11.669
          10925	 11.659
          10926	 11.659
          10927	 11.659
          10928	 11.659
          10929	 11.659
          10930	 11.659
          10931	 11.659
          10932	 11.659
          10933	 11.659
          10934	 11.659
          10935	 11.659
          10936	 11.659
          10937	 11.652
          10938	 11.652
          10939	 11.652
          10940	 11.652
          10941	 11.652
          10942	 11.652
          10943	 11.652
          10944	 11.652
          10945	 11.652
          10946	 11.652
          10947	 11.652
          10948	 11.644
          10949	 11.644
          10950	 11.644
          10951	 11.644
          10952	 11.644
          10953	 11.644
          10954	 11.644
          10955	 11.644
          10956	 11.644
          10957	 11.644
          10958	 11.644
          10959	 11.644
          10960	 11.637
          10961	 11.637
          10962	 11.637
          10963	 11.637
          10964	 11.637
          10965	 11.637
          10966	 11.637
          10967	 11.637
          10968	 11.637
          10969	 11.637
          10970	 11.637
          10971	 11.629
          10972	 11.629
          10973	 11.629
          10974	 11.629
          10975	 11.629
          10976	 11.629
          10977	 11.629
          10978	 11.629
          10979	 11.629
          10980	 11.629
          10981	 11.629
          10982	 11.629
          10983	 11.622
          10984	 11.622
          10985	 11.622
          10986	 11.622
          10987	 11.622
          10988	 11.622
          10989	 11.622
          10990	 11.622
          10991	 11.622
          10992	 11.622
          10993	 11.622
          10994	 11.614
          10995	 11.614
          10996	 11.614
          10997	 11.614
          10998	 11.614
          10999	 11.614
          11000	 11.614
          11001	 11.614
          11002	 11.614
          11003	 11.614
          11004	 11.614
          11005	 11.614
          11006	 11.607
          11007	 11.607
          11008	 11.607
          11009	 11.607
          11010	 11.607
          11011	 11.607
          11012	 11.607
          11013	 11.607
          11014	 11.607
          11015	 11.607
          11016	 11.607
          11017	 11.602
          11018	 11.602
          11019	 11.602
          11020	 11.602
          11021	 11.602
          11022	 11.602
          11023	 11.602
          11024	 11.602
          11025	 11.602
          11026	 11.602
          11027	 11.602
          11028	 11.602
          11029	 11.594
          11030	 11.594
          11031	 11.594
          11032	 11.594
          11033	 11.594
          11034	 11.594
          11035	 11.594
          11036	 11.594
          11037	 11.594
          11038	 11.594
          11039	 11.594
          11040	 11.589
          11041	 11.589
          11042	 11.589
          11043	 11.589
          11044	 11.589
          11045	 11.589
          11046	 11.589
          11047	 11.589
          11048	 11.589
          11049	 11.589
          11050	 11.589
          11051	 11.589
          11052	 11.582
          11053	 11.582
          11054	 11.582
          11055	 11.582
          11056	 11.582
          11057	 11.582
          11058	 11.582
          11059	 11.582
          11060	 11.582
          11061	 11.582
          11062	 11.582
          11063	 11.577
          11064	 11.577
          11065	 11.577
          11066	 11.577
          11067	 11.577
          11068	 11.577
          11069	 11.577
          11070	 11.577
          11071	 11.577
          11072	 11.577
          11073	 11.577
          11074	 11.577
          11075	 11.569
          11076	 11.569
          11077	 11.569
          11078	 11.569
          11079	 11.569
          11080	 11.569
          11081	 11.569
          11082	 11.569
          11083	 11.569
          11084	 11.569
          11085	 11.569
          11086	 11.565
          11087	 11.565
          11088	 11.565
          11089	 11.565
          11090	 11.565
          11091	 11.565
          11092	 11.565
          11093	 11.565
          11094	 11.565
          11095	 11.565
          11096	 11.565
          11097	 11.565
          11098	 11.557
          11099	 11.557
          11100	 11.557
          11101	 11.557
          11102	 11.557
          11103	 11.557
          11104	 11.557
          11105	 11.557
          11106	 11.557
          11107	 11.557
          11108	 11.557
          11109	 11.552
          11110	 11.552
          11111	 11.552
          11112	 11.552
          11113	 11.552
          11114	 11.552
          11115	 11.552
          11116	 11.552
          11117	 11.552
          11118	 11.552
          11119	 11.552
          11120	 11.552
          11121	 11.545
          11122	 11.545
          11123	 11.545
          11124	 11.545
          11125	 11.545
          11126	 11.545
          11127	 11.545
          11128	 11.545
          11129	 11.545
          11130	 11.545
          11131	 11.545
          11132	 11.540
          11133	 11.540
          11134	 11.540
          11135	 11.540
          11136	 11.540
          11137	 11.540
          11138	 11.540
          11139	 11.540
          11140	 11.540
          11141	 11.540
          11142	 11.540
          11143	 11.540
          11144	 11.535
          11145	 11.535
          11146	 11.535
          11147	 11.535
          11148	 11.535
          11149	 11.535
          11150	 11.535
          11151	 11.535
          11152	 11.535
          11153	 11.535
          11154	 11.535
          11155	 11.530
          11156	 11.530
          11157	 11.530
          11158	 11.530
          11159	 11.530
          11160	 11.530
          11161	 11.530
          11162	 11.530
          11163	 11.530
          11164	 11.530
          11165	 11.530
          11166	 11.530
          11167	 11.522
          11168	 11.522
          11169	 11.522
          11170	 11.522
          11171	 11.522
          11172	 11.522
          11173	 11.522
          11174	 11.522
          11175	 11.522
          11176	 11.522
          11177	 11.522
          11178	 11.517
          11179	 11.517
          11180	 11.517
          11181	 11.517
          11182	 11.517
          11183	 11.517
          11184	 11.517
          11185	 11.517
          11186	 11.517
          11187	 11.517
          11188	 11.517
          11189	 11.517
          11190	 11.512
          11191	 11.512
          11192	 11.512
          11193	 11.512
          11194	 11.512
          11195	 11.512
          11196	 11.512
          11197	 11.512
          11198	 11.512
          11199	 11.512
          11200	 11.512
          11201	 11.505
          11202	 11.505
          11203	 11.505
          11204	 11.505
          11205	 11.505
          11206	 11.505
          11207	 11.505
          11208	 11.505
          11209	 11.505
          11210	 11.505
          11211	 11.505
          11212	 11.505
          11213	 11.500
          11214	 11.500
          11215	 11.500
          11216	 11.500
          11217	 11.500
          11218	 11.500
          11219	 11.500
          11220	 11.500
          11221	 11.500
          11222	 11.500
          11223	 11.500
          11224	 11.492
          11225	 11.492
          11226	 11.492
          11227	 11.492
          11228	 11.492
          11229	 11.492
          11230	 11.492
          11231	 11.492
          11232	 11.492
          11233	 11.492
          11234	 11.492
          11235	 11.492
          11236	 11.487
          11237	 11.487
          11238	 11.487
          11239	 11.487
          11240	 11.487
          11241	 11.487
          11242	 11.487
          11243	 11.487
          11244	 11.487
          11245	 11.487
          11246	 11.487
          11247	 11.482
          11248	 11.482
          11249	 11.482
          11250	 11.482
          11251	 11.482
          11252	 11.482
          11253	 11.482
          11254	 11.482
          11255	 11.482
          11256	 11.482
          11257	 11.482
          11258	 11.482
          11259	 11.478
          11260	 11.478
          11261	 11.478
          11262	 11.478
          11263	 11.478
          11264	 11.478
          11265	 11.478
          11266	 11.478
          11267	 11.478
          11268	 11.478
          11269	 11.478
          11270	 11.473
          11271	 11.473
          11272	 11.473
          11273	 11.473
          11274	 11.473
          11275	 11.473
          11276	 11.473
          11277	 11.473
          11278	 11.473
          11279	 11.473
          11280	 11.473
          11281	 11.473
          11282	 11.468
          11283	 11.468
          11284	 11.468
          11285	 11.468
          11286	 11.468
          11287	 11.468
          11288	 11.468
          11289	 11.468
          11290	 11.468
          11291	 11.468
          11292	 11.468
          11293	 11.465
          11294	 11.465
          11295	 11.465
          11296	 11.465
          11297	 11.465
          11298	 11.465
          11299	 11.465
          11300	 11.465
          11301	 11.465
          11302	 11.465
          11303	 11.465
          11304	 11.465
          11305	 11.460
          11306	 11.460
          11307	 11.460
          11308	 11.460
          11309	 11.460
          11310	 11.460
          11311	 11.460
          11312	 11.460
          11313	 11.460
          11314	 11.460
          11315	 11.460
          11316	 11.458
          11317	 11.458
          11318	 11.458
          11319	 11.458
          11320	 11.458
          11321	 11.458
          11322	 11.458
          11323	 11.458
          11324	 11.458
          11325	 11.458
          11326	 11.458
          11327	 11.458
          11328	 11.455
          11329	 11.455
          11330	 11.455
          11331	 11.455
          11332	 11.455
          11333	 11.455
          11334	 11.455
          11335	 11.455
          11336	 11.455
          11337	 11.455
          11338	 11.455
          11339	 11.453
          11340	 11.453
          11341	 11.453
          11342	 11.453
          11343	 11.453
          11344	 11.453
          11345	 11.453
          11346	 11.453
          11347	 11.453
          11348	 11.453
          11349	 11.453
          11350	 11.453
          11351	 11.450
          11352	 11.450
          11353	 11.450
          11354	 11.450
          11355	 11.450
          11356	 11.450
          11357	 11.450
          11358	 11.450
          11359	 11.450
          11360	 11.450
          11361	 11.450
          11362	 11.448
          11363	 11.448
          11364	 11.448
          11365	 11.448
          11366	 11.448
          11367	 11.448
          11368	 11.448
          11369	 11.448
          11370	 11.448
          11371	 11.448
          11372	 11.448
          11373	 11.448
          11374	 11.443
          11375	 11.443
          11376	 11.443
          11377	 11.443
          11378	 11.443
          11379	 11.443
          11380	 11.443
          11381	 11.443
          11382	 11.443
          11383	 11.443
          11384	 11.443
          11385	 11.440
          11386	 11.440
          11387	 11.440
          11388	 11.440
          11389	 11.440
          11390	 11.440
          11391	 11.440
          11392	 11.440
          11393	 11.440
          11394	 11.440
          11395	 11.440
          11396	 11.440
          11397	 11.440
          11398	 11.440
          11399	 11.440
          11400	 11.440
          11401	 11.440
          11402	 11.440
          11403	 11.440
          11404	 11.440
          11405	 11.440
          11406	 11.440
          11407	 11.440
          11408	 11.438
          11409	 11.438
          11410	 11.438
          11411	 11.438
          11412	 11.438
          11413	 11.438
          11414	 11.438
          11415	 11.438
          11416	 11.438
          11417	 11.438
          11418	 11.438
          11419	 11.438
          11420	 11.433
          11421	 11.433
          11422	 11.433
          11423	 11.433
          11424	 11.433
          11425	 11.433
          11426	 11.433
          11427	 11.433
          11428	 11.433
          11429	 11.433
          11430	 11.433
          11431	 11.430
          11432	 11.430
          11433	 11.430
          11434	 11.430
          11435	 11.430
          11436	 11.430
          11437	 11.430
          11438	 11.430
          11439	 11.430
          11440	 11.430
          11441	 11.430
          11442	 11.430
          11443	 11.430
          11444	 11.430
          11445	 11.430
          11446	 11.430
          11447	 11.430
          11448	 11.430
          11449	 11.430
          11450	 11.430
          11451	 11.430
          11452	 11.430
          11453	 11.430
          11454	 11.428
          11455	 11.428
          11456	 11.428
          11457	 11.428
          11458	 11.428
          11459	 11.428
          11460	 11.428
          11461	 11.428
          11462	 11.428
          11463	 11.428
          11464	 11.428
          11465	 11.428
          11466	 11.425
          11467	 11.425
          11468	 11.425
          11469	 11.425
          11470	 11.425
          11471	 11.425
          11472	 11.425
          11473	 11.425
          11474	 11.425
          11475	 11.425
          11476	 11.425
          11477	 11.423
          11478	 11.423
          11479	 11.423
          11480	 11.423
          11481	 11.423
          11482	 11.423
          11483	 11.423
          11484	 11.423
          11485	 11.423
          11486	 11.423
          11487	 11.423
          11488	 11.423
          11489	 11.420
          11490	 11.420
          11491	 11.420
          11492	 11.420
          11493	 11.420
          11494	 11.420
          11495	 11.420
          11496	 11.420
          11497	 11.420
          11498	 11.420
          11499	 11.420
          11500	 11.418
          11501	 11.418
          11502	 11.418
          11503	 11.418
          11504	 11.418
          11505	 11.418
          11506	 11.418
          11507	 11.418
          11508	 11.418
          11509	 11.418
          11510	 11.418
          11511	 11.418
          11512	 11.415
          11513	 11.415
          11514	 11.415
          11515	 11.415
          11516	 11.415
          11517	 11.415
          11518	 11.415
          11519	 11.415
          11520	 11.415
          11521	 11.415
          11522	 11.415
          11523	 11.415
          11524	 11.415
          11525	 11.415
          11526	 11.415
          11527	 11.415
          11528	 11.415
          11529	 11.415
          11530	 11.415
          11531	 11.415
          11532	 11.415
          11533	 11.415
          11534	 11.415
          11535	 11.413
          11536	 11.413
          11537	 11.413
          11538	 11.413
          11539	 11.413
          11540	 11.413
          11541	 11.413
          11542	 11.413
          11543	 11.413
          11544	 11.413
          11545	 11.413
          11546	 11.410
          11547	 11.410
          11548	 11.410
          11549	 11.410
          11550	 11.410
          11551	 11.410
          11552	 11.410
          11553	 11.410
          11554	 11.410
          11555	 11.410
          11556	 11.410
          11557	 11.410
          11558	 11.410
          11559	 11.410
          11560	 11.410
          11561	 11.410
          11562	 11.410
          11563	 11.410
          11564	 11.410
          11565	 11.410
          11566	 11.410
          11567	 11.410
          11568	 11.410
          11569	 11.408
          11570	 11.408
          11571	 11.408
          11572	 11.408
          11573	 11.408
          11574	 11.408
          11575	 11.408
          11576	 11.408
          11577	 11.408
          11578	 11.408
          11579	 11.408
          11580	 11.408
          11581	 11.408
          11582	 11.408
          11583	 11.408
          11584	 11.408
          11585	 11.408
          11586	 11.408
          11587	 11.408
          11588	 11.408
          11589	 11.408
          11590	 11.408
          11591	 11.408
          11592	 11.408
          11593	 11.408
          11594	 11.408
          11595	 11.408
          11596	 11.408
          11597	 11.408
          11598	 11.408
          11599	 11.408
          11600	 11.408
          11601	 11.408
          11602	 11.408
          11603	 11.408
          11604	 11.405
          11605	 11.405
          11606	 11.405
          11607	 11.405
          11608	 11.405
          11609	 11.405
          11610	 11.405
          11611	 11.405
          11612	 11.405
          11613	 11.405
          11614	 11.405
          11615	 11.403
          11616	 11.403
          11617	 11.403
          11618	 11.403
          11619	 11.403
          11620	 11.403
          11621	 11.403
          11622	 11.403
          11623	 11.403
          11624	 11.403
          11625	 11.403
          11626	 11.403
          11627	 11.403
          11628	 11.403
          11629	 11.403
          11630	 11.403
          11631	 11.403
          11632	 11.403
          11633	 11.403
          11634	 11.403
          11635	 11.403
          11636	 11.403
          11637	 11.403
          11638	 11.400
          11639	 11.400
          11640	 11.400
          11641	 11.400
          11642	 11.400
          11643	 11.400
          11644	 11.400
          11645	 11.400
          11646	 11.400
          11647	 11.400
          11648	 11.400
          11649	 11.400
          11650	 11.400
          11651	 11.400
          11652	 11.400
          11653	 11.400
          11654	 11.400
          11655	 11.400
          11656	 11.400
          11657	 11.400
          11658	 11.400
          11659	 11.400
          11660	 11.400
          11661	 11.403
          11662	 11.403
          11663	 11.403
          11664	 11.403
          11665	 11.403
          11666	 11.403
          11667	 11.403
          11668	 11.403
          11669	 11.403
          11670	 11.403
          11671	 11.403
          11672	 11.403
          11673	 11.400
          11674	 11.400
          11675	 11.400
          11676	 11.400
          11677	 11.400
          11678	 11.400
          11679	 11.400
          11680	 11.400
          11681	 11.400
          11682	 11.400
          11683	 11.400
          11684	 11.400
          11685	 11.400
          11686	 11.400
          11687	 11.400
          11688	 11.400
          11689	 11.400
          11690	 11.400
          11691	 11.400
          11692	 11.400
          11693	 11.400
          11694	 11.400
          11695	 11.400
          11696	 11.400
          11697	 11.400
          11698	 11.400
          11699	 11.400
          11700	 11.400
          11701	 11.400
          11702	 11.400
          11703	 11.400
          11704	 11.400
          11705	 11.400
          11706	 11.400
          11707	 11.400
          11708	 11.400
          11709	 11.400
          11710	 11.400
          11711	 11.400
          11712	 11.400
          11713	 11.400
          11714	 11.400
          11715	 11.400
          11716	 11.400
          11717	 11.400
          11718	 11.400
          11719	 11.398
          11720	 11.398
          11721	 11.398
          11722	 11.398
          11723	 11.398
          11724	 11.398
          11725	 11.398
          11726	 11.398
          11727	 11.398
          11728	 11.398
          11729	 11.398
          11730	 11.395
          11731	 11.395
          11732	 11.395
          11733	 11.395
          11734	 11.395
          11735	 11.395
          11736	 11.395
          11737	 11.395
          11738	 11.395
          11739	 11.395
          11740	 11.395
          11741	 11.395
          11742	 11.395
          11743	 11.395
          11744	 11.395
          11745	 11.395
          11746	 11.395
          11747	 11.395
          11748	 11.395
          11749	 11.395
          11750	 11.395
          11751	 11.395
          11752	 11.395
          11753	 11.393
          11754	 11.393
          11755	 11.393
          11756	 11.393
          11757	 11.393
          11758	 11.393
          11759	 11.393
          11760	 11.393
          11761	 11.393
          11762	 11.393
          11763	 11.393
          11764	 11.393
          11765	 11.391
          11766	 11.391
          11767	 11.391
          11768	 11.391
          11769	 11.391
          11770	 11.391
          11771	 11.391
          11772	 11.391
          11773	 11.391
          11774	 11.391
          11775	 11.391
          11776	 11.391
          11777	 11.391
          11778	 11.391
          11779	 11.391
          11780	 11.391
          11781	 11.391
          11782	 11.391
          11783	 11.391
          11784	 11.391
          11785	 11.391
          11786	 11.391
          11787	 11.391
          11788	 11.388
          11789	 11.388
          11790	 11.388
          11791	 11.388
          11792	 11.388
          11793	 11.388
          11794	 11.388
          11795	 11.388
          11796	 11.388
          11797	 11.388
          11798	 11.388
          11799	 11.386
          11800	 11.386
          11801	 11.386
          11802	 11.386
          11803	 11.386
          11804	 11.386
          11805	 11.386
          11806	 11.386
          11807	 11.386
          11808	 11.386
          11809	 11.386
          11810	 11.386
          11811	 11.386
          11812	 11.386
          11813	 11.386
          11814	 11.386
          11815	 11.386
          11816	 11.386
          11817	 11.386
          11818	 11.386
          11819	 11.386
          11820	 11.386
          11821	 11.386
          11822	 11.383
          11823	 11.383
          11824	 11.383
          11825	 11.383
          11826	 11.383
          11827	 11.383
          11828	 11.383
          11829	 11.383
          11830	 11.383
          11831	 11.383
          11832	 11.383
          11833	 11.383
          11834	 11.381
          11835	 11.381
          11836	 11.381
          11837	 11.381
          11838	 11.381
          11839	 11.381
          11840	 11.381
          11841	 11.381
          11842	 11.381
          11843	 11.381
          11844	 11.381
          11845	 11.381
          11846	 11.381
          11847	 11.381
          11848	 11.381
          11849	 11.381
          11850	 11.381
          11851	 11.381
          11852	 11.381
          11853	 11.381
          11854	 11.381
          11855	 11.381
          11856	 11.381
          11857	 11.378
          11858	 11.378
          11859	 11.378
          11860	 11.378
          11861	 11.378
          11862	 11.378
          11863	 11.378
          11864	 11.378
          11865	 11.378
          11866	 11.378
          11867	 11.378
          11868	 11.376
          11869	 11.376
          11870	 11.376
