sample interval	G1-EMG2
           3149	  7.204
           3150	  9.860
           3151	  8.394
           3152	  1.679
           3153	 -1.129
           3154	  1.252
           3155	 -3.388
           3156	-11.996
           3157	-14.957
           3158	-17.216
           3159	-17.582
           3160	 -3.144
           3161	 26.770
           3162	 46.184
           3163	 29.151
           3164	 -7.937
           3165	-30.647
           3166	-25.733
           3167	 -1.618
           3168	 17.766
           3169	 14.286
           3170	 -1.007
           3171	 -3.266
           3172	 12.729
           3173	 22.405
           3174	 11.233
           3175	 -3.358
           3176	 -8.730
           3177	 -6.136
           3178	 -0.092
           3179	  1.740
           3180	 -6.624
           3181	-20.116
           3182	-24.695
           3183	-12.790
           3184	  8.486
           3185	 20.147
           3186	 14.744
           3187	  2.930
           3188	 -8.761
           3189	-17.002
           3190	-15.171
           3191	 -3.999
           3192	  5.342
           3193	  2.442
           3194	 -3.297
           3195	  3.724
           3196	 16.819
           3197	 21.154
           3198	 16.270
           3199	  7.723
           3200	 -2.442
           3201	-11.477
           3202	-22.161
           3203	-31.136
           3204	-15.842
           3205	 21.520
           3206	 40.507
           3207	 20.818
           3208	 -6.258
           3209	-12.088
           3210	 -5.189
           3211	  0.519
           3212	 -3.999
           3213	-12.790
           3214	 -8.791
           3215	  1.099
           3216	  1.618
           3217	  0.275
           3218	  9.310
           3219	 13.126
           3220	 -1.465
           3221	-13.217
           3222	-10.073
           3223	 -5.403
           3224	 -2.900
           3225	  0.549
           3226	  0.244
           3227	 -1.618
           3228	 -1.923
           3229	 -2.411
           3230	  3.663
           3231	 11.508
           3232	  4.365
           3233	-12.393
           3234	-17.613
           3235	  0.183
           3236	 26.313
           3237	 33.578
           3238	 20.940
           3239	  3.694
           3240	-13.492
           3241	-21.673
           3242	 -7.173
           3243	 15.812
           3244	 18.468
           3245	  0.427
           3246	-16.514
           3247	-18.895
           3248	-10.470
           3249	 -2.381
           3250	  0.000
           3251	  1.343
           3252	  5.800
           3253	  8.578
           3254	  7.265
           3255	  4.945
           3256	  0.458
           3257	 -8.333
           3258	-21.459
           3259	-32.570
           3260	-28.358
           3261	 -6.593
           3262	 15.446
           3263	 26.496
           3264	 29.762
           3265	 25.366
           3266	 12.973
           3267	 -4.121
           3268	-14.683
           3269	 -8.394
           3270	  3.846
           3271	  7.357
           3272	  1.435
           3273	 -9.951
           3274	-20.055
           3275	-15.904
           3276	 -0.275
           3277	  8.303
           3278	 10.104
           3279	 14.347
           3280	 11.600
           3281	 -2.198
           3282	 -8.974
           3283	  0.122
           3284	 11.081
           3285	  8.486
           3286	 -7.967
           3287	-24.328
           3288	-25.733
           3289	-12.607
           3290	  3.541
           3291	 14.316
           3292	 13.828
           3293	  2.015
           3294	 -7.845
           3295	 -3.602
           3296	  7.692
           3297	 11.844
           3298	  4.762
           3299	 -7.265
           3300	 -9.310
           3301	  5.495
           3302	 21.368
           3303	 22.009
           3304	  8.181
           3305	 -9.860
           3306	-19.017
           3307	-12.302
           3308	  1.343
           3309	  8.181
           3310	  7.784
           3311	  1.221
           3312	-12.210
           3313	-15.659
           3314	  1.404
           3315	 18.162
           3316	 11.813
           3317	-11.081
           3318	-26.190
           3319	-21.734
           3320	 -3.816
           3321	 14.194
           3322	 19.567
           3323	  8.425
           3324	 -9.982
           3325	-18.864
           3326	-13.339
           3327	 -4.029
           3328	 -0.183
           3329	  2.686
           3330	 13.675
           3331	 23.535
           3332	 16.880
           3333	  1.587
           3334	 -6.319
           3335	 -5.739
           3336	 -1.465
           3337	  1.587
           3338	  4.212
           3339	  9.951
           3340	 13.553
           3341	  6.929
           3342	 -8.547
           3343	-21.612
           3344	-21.459
           3345	-10.531
           3346	 -1.252
           3347	  1.465
           3348	 -1.740
           3349	-10.409
           3350	-16.697
           3351	-15.079
           3352	 -9.402
           3353	 -0.153
           3354	 11.905
           3355	 19.658
           3356	 19.994
           3357	 16.300
           3358	 11.325
           3359	  6.166
           3360	  2.595
           3361	  2.808
           3362	  8.455
           3363	 11.722
           3364	  2.625
           3365	-12.607
           3366	-20.269
           3367	-18.864
           3368	-15.629
           3369	 -8.578
           3370	  3.907
           3371	 11.813
           3372	 10.867
           3373	  6.990
           3374	  5.098
           3375	  4.792
           3376	  3.358
           3377	  3.724
           3378	  8.455
           3379	  8.394
           3380	 -3.724
           3381	-16.087
           3382	-19.414
           3383	-18.712
           3384	-10.165
           3385	  7.418
           3386	 20.024
           3387	 19.567
           3388	  8.974
           3389	 -4.701
           3390	-12.363
           3391	-10.348
           3392	 -2.656
           3393	  5.678
           3394	  9.615
           3395	  6.807
           3396	  0.641
           3397	 -5.739
           3398	-10.775
           3399	 -9.371
           3400	 -3.083
           3401	 -3.266
           3402	 -6.654
           3403	 -1.679
           3404	  8.303
           3405	 14.042
           3406	 12.241
           3407	  5.708
           3408	 -1.465
           3409	 -4.518
           3410	 -0.519
           3411	  5.342
           3412	  6.807
           3413	  3.266
           3414	 -0.672
           3415	 -2.106
           3416	 -5.250
           3417	 -9.799
           3418	 -8.242
           3419	 -2.442
           3420	  0.153
           3421	 -0.153
           3422	 -1.923
           3423	 -3.602
           3424	 -2.900
           3425	 -0.611
           3426	  2.503
           3427	  3.053
           3428	  1.801
           3429	  4.976
           3430	  6.654
           3431	  0.336
           3432	 -4.182
           3433	 -1.923
           3434	 -3.388
           3435	-11.050
           3436	-12.088
           3437	 -1.801
           3438	  8.639
           3439	 10.958
           3440	  3.938
           3441	 -9.158
           3442	-12.698
           3443	 -0.153
           3444	 10.928
           3445	 10.409
           3446	  6.380
           3447	  4.365
           3448	  5.250
           3449	  8.211
           3450	  6.868
           3451	  1.435
           3452	  1.313
           3453	  4.151
           3454	 -0.580
           3455	 -8.150
           3456	 -9.615
           3457	 -8.181
           3458	 -8.669
           3459	 -9.646
           3460	 -7.204
           3461	  1.404
           3462	 11.966
           3463	 15.232
           3464	 12.424
           3465	  7.479
           3466	  1.313
           3467	 -1.252
           3468	 -3.938
           3469	-10.714
           3470	-13.339
           3471	 -8.272
           3472	 -1.526
           3473	  3.327
           3474	  2.778
           3475	 -3.083
           3476	 -4.090
           3477	 -1.038
           3478	 -4.579
           3479	-10.745
           3480	 -7.112
           3481	  4.762
           3482	 11.722
           3483	 12.912
           3484	 14.011
           3485	 10.867
           3486	  1.679
           3487	 -6.044
           3488	 -5.830
           3489	  1.252
           3490	  8.547
           3491	  9.615
           3492	  4.151
           3493	 -2.595
           3494	 -6.960
           3495	 -7.143
           3496	 -4.396
           3497	 -6.777
           3498	-16.453
           3499	-25.214
           3500	-25.641
           3501	-13.797
           3502	  9.982
           3503	 30.098
           3504	 26.770
           3505	  8.028
           3506	 -2.320
           3507	 -0.366
           3508	  5.311
           3509	 12.271
           3510	 17.949
           3511	 14.316
           3512	 -0.397
           3513	-12.057
           3514	 -9.127
           3515	 -1.770
           3516	 -1.252
           3517	 -3.571
           3518	 -4.304
           3519	 -5.189
           3520	 -6.258
           3521	 -7.357
           3522	 -8.364
           3523	 -3.968
           3524	  5.861
           3525	  8.547
           3526	 -0.427
           3527	 -6.746
           3528	 -3.694
           3529	 -1.129
           3530	 -1.129
           3531	 -1.129
           3532	 -2.381
           3533	 -3.236
           3534	 -3.785
           3535	 -2.442
           3536	  3.358
           3537	  8.730
           3538	  9.066
           3539	  7.082
           3540	  7.295
           3541	  7.814
           3542	  3.785
           3543	 -0.855
           3544	  2.595
           3545	  8.394
           3546	  0.946
           3547	-10.623
           3548	 -9.737
           3549	 -5.189
           3550	 -4.182
           3551	 -1.465
           3552	  4.304
           3553	  8.578
           3554	  6.593
           3555	  0.885
           3556	 -4.060
           3557	 -5.952
           3558	 -3.266
           3559	  1.099
           3560	  2.473
           3561	  2.045
           3562	  3.266
           3563	  3.510
           3564	 -6.929
           3565	-30.708
           3566	-48.291
           3567	-34.615
           3568	  6.593
           3569	 46.429
           3570	 61.630
           3571	 47.131
           3572	 18.284
           3573	 -3.571
           3574	-11.813
           3575	-10.836
           3576	 -7.295
           3577	 -7.295
           3578	-12.912
           3579	-19.170
           3580	-18.376
           3581	 -9.615
           3582	 -4.518
           3583	-11.447
           3584	-14.713
           3585	  1.068
           3586	 22.924
           3587	 30.861
           3588	 24.969
           3589	 19.933
           3590	 21.276
           3591	 19.963
           3592	  6.807
           3593	-15.537
           3594	-31.471
           3595	-28.663
           3596	-11.172
           3597	 11.630
           3598	 26.801
           3599	 20.849
           3600	 -5.311
           3601	-37.668
           3602	-50.733
           3603	-28.358
           3604	  7.051
           3605	 23.535
           3606	 19.292
           3607	 10.012
           3608	  4.762
           3609	  1.740
           3610	 -1.893
           3611	 -5.556
           3612	 -6.380
           3613	 -1.496
           3614	  6.410
           3615	 10.562
           3616	  6.197
           3617	  0.092
           3618	 -2.167
           3619	-10.440
           3620	-21.337
           3621	-14.469
           3622	  8.516
           3623	 23.168
           3624	 17.338
           3625	  4.090
           3626	 -1.770
           3627	 -2.564
           3628	 -5.006
           3629	 -6.777
           3630	 -5.678
           3631	 -6.838
           3632	-11.142
           3633	 -9.463
           3634	  0.916
           3635	  7.295
           3636	  4.579
           3637	  4.518
           3638	 10.012
           3639	 13.339
           3640	 11.508
           3641	  7.479
           3642	  3.358
           3643	 -3.510
           3644	-12.302
           3645	-14.469
           3646	 -6.624
           3647	  0.794
           3648	 -2.503
           3649	-10.653
           3650	-11.050
           3651	 -3.419
           3652	  4.304
           3653	  8.791
           3654	 10.653
           3655	  8.547
           3656	  3.755
           3657	  3.785
           3658	  9.005
           3659	  9.463
           3660	  0.366
           3661	-11.355
           3662	-16.056
           3663	-12.790
           3664	 -7.357
           3665	 -2.656
           3666	  2.350
           3667	  6.990
           3668	  8.455
           3669	  8.333
           3670	  6.105
           3671	 -2.259
           3672	 -8.669
           3673	 -4.426
           3674	  0.519
           3675	 -2.411
           3676	 -5.891
           3677	 -3.602
           3678	 -0.275
           3679	  0.763
           3680	  2.045
           3681	  1.709
           3682	  2.686
           3683	  8.730
           3684	  9.982
           3685	  4.823
           3686	  0.946
           3687	 -2.259
           3688	 -6.044
           3689	 -7.692
           3690	 -5.678
           3691	  1.984
           3692	 10.195
           3693	  7.357
           3694	 -3.755
           3695	-10.653
           3696	 -7.937
           3697	 -0.458
           3698	  2.656
           3699	 -0.794
           3700	 -7.143
           3701	-10.897
           3702	 -7.357
           3703	  1.832
           3704	 11.233
           3705	 15.385
           3706	 11.355
           3707	  3.541
           3708	 -0.916
           3709	  0.427
           3710	  3.602
           3711	  5.189
           3712	  6.074
           3713	  3.999
           3714	 -2.534
           3715	 -7.631
           3716	 -6.380
           3717	 -1.252
           3718	  1.923
           3719	 -0.733
           3720	 -7.204
           3721	-10.287
           3722	 -5.617
           3723	  1.954
           3724	  3.938
           3725	  1.496
           3726	  1.160
           3727	  3.236
           3728	  3.999
           3729	  3.144
           3730	  2.717
           3731	  1.404
           3732	 -2.198
           3733	 -5.952
           3734	 -6.136
           3735	 -1.740
           3736	  2.839
           3737	  2.900
           3738	  0.366
           3739	 -3.877
           3740	-12.454
           3741	-17.979
           3742	-10.226
           3743	  5.281
           3744	 16.911
           3745	 19.933
           3746	 14.896
           3747	  8.608
           3748	  8.181
           3749	  9.127
           3750	  3.724
           3751	 -2.442
           3752	 -3.510
           3753	 -8.120
           3754	-21.520
           3755	-31.929
           3756	-24.023
           3757	 -3.236
           3758	 10.684
           3759	 12.210
           3760	  7.570
           3761	  3.694
           3762	  4.487
           3763	  6.777
           3764	  5.861
           3765	  3.053
           3766	  3.724
           3767	  5.495
           3768	  3.266
           3769	  1.252
           3770	  2.137
           3771	  0.488
           3772	 -7.021
           3773	-15.965
           3774	-19.139
           3775	-14.988
           3776	 -6.654
           3777	  2.717
           3778	  7.814
           3779	  5.647
           3780	  2.534
           3781	  2.106
           3782	  1.832
           3783	  5.403
           3784	 14.774
           3785	 22.650
           3786	 20.879
           3787	  8.333
           3788	 -4.579
           3789	 -8.333
           3790	 -6.471
           3791	 -7.234
           3792	-10.958
           3793	-10.226
           3794	 -4.426
           3795	  1.801
           3796	  9.402
           3797	 14.621
           3798	  8.028
           3799	 -7.753
           3800	-18.498
           3801	-15.140
           3802	 -4.884
           3803	 -0.244
           3804	  0.488
           3805	  3.358
           3806	  5.708
           3807	  3.846
           3808	 -3.510
           3809	-12.515
           3810	-15.293
           3811	 -9.158
           3812	  0.977
           3813	  8.578
           3814	 10.867
           3815	 10.134
           3816	  8.547
           3817	  7.143
           3818	  9.799
           3819	 14.133
           3820	  9.188
           3821	 -4.609
           3822	-11.172
           3823	 -5.311
           3824	 -1.343
           3825	 -8.089
           3826	-19.261
           3827	-22.863
           3828	-13.217
           3829	  2.595
           3830	 14.866
           3831	 19.933
           3832	 18.468
           3833	 12.637
           3834	  2.350
           3835	-11.538
           3836	-20.971
           3837	-14.103
           3838	  6.074
           3839	 17.155
           3840	  9.432
           3841	 -0.244
           3842	  0.672
           3843	  4.976
           3844	  6.288
           3845	  8.089
           3846	  6.471
           3847	 -3.602
           3848	-14.255
           3849	-18.651
           3850	-16.392
           3851	 -7.418
           3852	  2.869
           3853	  8.761
           3854	 10.012
           3855	  9.737
           3856	  8.730
           3857	  3.571
           3858	 -3.358
           3859	 -3.999
           3860	  0.183
           3861	 -2.289
           3862	-11.020
           3863	-11.996
           3864	  2.106
           3865	 19.048
           3866	 19.841
           3867	  3.816
           3868	-12.210
           3869	-13.706
           3870	 -2.625
           3871	  5.922
           3872	  2.473
           3873	 -5.983
           3874	 -9.402
           3875	-10.958
           3876	-11.142
           3877	 -0.214
           3878	 14.621
           3879	 17.979
           3880	 11.569
           3881	  4.518
           3882	  0.214
           3883	 -2.625
           3884	 -2.595
           3885	  2.747
           3886	  9.219
           3887	  8.852
           3888	 -0.672
           3889	-12.790
           3890	-17.888
           3891	-13.889
           3892	 -7.814
           3893	 -5.800
           3894	 -7.570
           3895	 -7.570
           3896	 -0.031
           3897	  8.455
           3898	  7.875
           3899	  5.220
           3900	  7.723
           3901	 10.684
           3902	  7.662
           3903	 -0.549
           3904	 -4.945
           3905	 -4.701
           3906	 -3.022
           3907	  2.503
           3908	  6.838
           3909	  3.602
           3910	 -3.144
           3911	 -6.227
           3912	 -3.449
           3913	  0.580
           3914	  2.839
           3915	  3.877
           3916	  1.893
           3917	 -1.404
           3918	 -2.900
           3919	 -2.686
           3920	  0.397
           3921	  5.464
           3922	  7.173
           3923	  3.663
           3924	 -2.747
           3925	 -9.310
           3926	-10.684
           3927	 -3.632
           3928	  3.755
           3929	  2.534
           3930	 -1.770
           3931	 -0.366
           3932	  5.952
           3933	 10.317
           3934	  9.432
           3935	  5.556
           3936	 -0.061
           3937	 -1.465
           3938	  3.907
           3939	  4.396
           3940	 -5.433
           3941	-14.866
           3942	-16.300
           3943	-12.546
           3944	 -6.807
           3945	 -2.167
           3946	 -0.427
           3947	 -0.061
           3948	 -1.679
           3949	 -3.602
           3950	  0.122
           3951	  8.852
           3952	 15.629
           3953	 14.652
           3954	  5.006
           3955	 -5.372
           3956	 -8.272
           3957	 -5.495
           3958	 -0.183
           3959	  6.319
           3960	  6.716
           3961	 -1.465
           3962	 -9.707
           3963	-10.073
           3964	 -3.694
           3965	  0.885
           3966	  0.275
           3967	 -1.770
           3968	 -2.259
           3969	 -0.366
           3970	  3.083
           3971	  6.410
           3972	  4.274
           3973	 -2.411
           3974	 -3.236
           3975	  3.510
           3976	 11.569
           3977	 13.645
           3978	  6.532
           3979	 -0.183
           3980	  0.794
           3981	  2.808
           3982	  0.549
           3983	 -3.632
           3984	 -7.601
           3985	 -8.974
           3986	 -4.731
           3987	  0.733
           3988	 -1.221
           3989	 -8.059
           3990	-11.294
           3991	 -9.005
           3992	 -1.587
           3993	  8.730
           3994	 16.758
           3995	 21.032
           3996	 22.314
           3997	 17.796
           3998	  5.922
           3999	 -8.211
           4000	-14.957
           4001	-12.515
           4002	 -9.768
           4003	-12.149
           4004	-15.659
           4005	-16.453
           4006	-16.148
           4007	-14.225
           4008	 -7.326
           4009	  4.335
           4010	 14.866
           4011	 19.231
           4012	 20.269
           4013	 19.505
           4014	 14.164
           4015	  5.739
           4016	 -0.305
           4017	  0.153
           4018	  1.801
           4019	 -3.144
           4020	 -7.875
           4021	 -7.326
           4022	 -8.303
           4023	 -9.096
           4024	 -3.968
           4025	  3.114
           4026	  5.281
           4027	  0.916
           4028	 -4.487
           4029	 -6.258
           4030	 -4.090
           4031	  2.717
           4032	  7.784
           4033	  1.374
           4034	 -9.249
           4035	-12.210
           4036	 -8.425
           4037	 -2.961
           4038	  2.839
           4039	  8.028
           4040	  9.951
           4041	  9.890
           4042	 11.416
           4043	 12.027
           4044	  6.838
           4045	 -1.374
           4046	 -7.143
           4047	 -9.249
           4048	 -7.082
           4049	 -6.288
           4050	-12.027
           4051	-13.950
           4052	 -5.342
           4053	  5.678
           4054	 11.905
           4055	 13.339
           4056	 11.996
           4057	  7.692
           4058	  1.587
           4059	 -2.869
           4060	 -5.098
           4061	 -5.891
           4062	 -3.602
           4063	  0.000
           4064	  0.000
           4065	 -2.808
           4066	 -4.212
           4067	 -4.212
           4068	 -3.297
           4069	  0.397
           4070	  6.136
           4071	  7.143
           4072	 -1.374
           4073	 -9.829
           4074	 -8.242
           4075	 -1.282
           4076	  6.624
           4077	 11.050
           4078	  7.265
           4079	  2.045
           4080	  2.045
           4081	  5.372
           4082	  6.777
           4083	  2.350
           4084	 -4.976
           4085	 -8.944
           4086	 -7.784
           4087	 -4.487
           4088	 -2.198
           4089	 -4.396
           4090	-10.409
           4091	 -9.707
           4092	  0.153
           4093	  8.608
           4094	 11.355
           4095	  6.716
           4096	 -3.114
           4097	 -7.448
           4098	 -2.289
           4099	  5.067
           4100	  7.204
           4101	  5.464
           4102	  1.648
           4103	 -6.532
           4104	-10.928
           4105	 -4.945
           4106	  4.640
           4107	 10.470
           4108	  9.066
           4109	  3.266
           4110	 -1.587
           4111	 -3.877
           4112	 -3.358
           4113	 -5.403
           4114	-13.797
           4115	-15.263
           4116	 -2.869
           4117	  8.425
           4118	 10.836
           4119	  9.707
           4120	  6.532
           4121	  2.442
           4122	  2.076
           4123	  6.654
           4124	 10.317
           4125	  7.204
           4126	 -0.397
           4127	 -4.884
           4128	 -1.893
           4129	  1.038
           4130	 -7.082
           4131	-20.208
           4132	-21.398
           4133	 -5.769
           4134	 11.752
           4135	 13.980
           4136	  4.731
           4137	 -1.587
           4138	 -0.672
           4139	  4.243
           4140	  7.509
           4141	  5.983
           4142	  3.388
           4143	  2.625
           4144	  2.625
           4145	 -0.305
           4146	 -7.662
           4147	-10.653
           4148	 -6.868
           4149	 -3.938
           4150	 -2.839
           4151	 -0.244
           4152	  1.313
           4153	 -3.938
           4154	 -9.158
           4155	 -2.564
           4156	  9.127
           4157	 14.438
           4158	 12.454
           4159	  6.227
           4160	  1.343
           4161	  0.641
           4162	  1.099
           4163	  0.458
           4164	 -1.007
           4165	 -2.961
           4166	 -4.121
           4167	 -2.595
           4168	  0.061
           4169	 -0.672
           4170	 -7.357
           4171	-13.034
           4172	 -7.601
           4173	  5.617
           4174	 12.821
           4175	  9.158
           4176	  0.977
           4177	 -6.563
           4178	-10.897
           4179	 -8.669
           4180	  0.855
           4181	 11.294
           4182	 13.431
           4183	  7.662
           4184	  0.000
           4185	-10.195
           4186	-18.834
           4187	-14.011
           4188	  1.160
           4189	 10.134
           4190	  7.631
           4191	  3.175
           4192	  3.632
           4193	  5.433
           4194	  4.853
           4195	  2.625
           4196	 -2.839
           4197	-12.088
           4198	-16.941
           4199	-12.454
           4200	 -2.747
           4201	  7.967
           4202	 15.049
           4203	 16.514
           4204	 14.255
           4205	  6.960
           4206	 -3.663
           4207	 -9.310
           4208	 -4.670
           4209	  4.060
           4210	  8.059
           4211	  4.792
           4212	 -3.053
           4213	 -8.211
           4214	 -5.220
           4215	 -0.977
           4216	 -4.487
           4217	 -7.906
           4218	 -2.015
           4219	  2.900
           4220	 -2.747
           4221	-11.752
           4222	-12.302
           4223	 -3.205
           4224	  5.403
           4225	  9.402
           4226	 14.591
           4227	 18.834
           4228	 15.110
           4229	  5.464
           4230	 -1.435
           4231	 -3.419
           4232	 -7.448
           4233	-10.409
           4234	 -5.495
           4235	 -2.320
           4236	 -9.371
           4237	-12.882
           4238	 -1.160
           4239	 11.538
           4240	 12.759
           4241	  7.357
           4242	  0.336
           4243	 -6.136
           4244	 -9.219
           4245	 -9.249
           4246	 -6.502
           4247	  0.458
           4248	  9.249
           4249	 12.302
           4250	  6.624
           4251	  0.458
           4252	 -0.488
           4253	  0.916
           4254	  2.198
           4255	  1.648
           4256	 -0.275
           4257	 -3.022
           4258	 -6.532
           4259	 -9.127
           4260	 -9.035
           4261	 -5.495
           4262	  0.672
           4263	  6.136
           4264	  5.647
           4265	 -1.709
           4266	 -7.265
           4267	 -3.510
           4268	  1.557
           4269	  1.526
           4270	  3.877
           4271	  6.593
           4272	  3.541
           4273	  0.366
           4274	  0.824
           4275	  2.442
           4276	  3.144
           4277	  2.411
           4278	  0.549
           4279	 -0.427
           4280	  1.038
           4281	  4.426
           4282	  7.509
           4283	  7.479
           4284	  2.045
           4285	 -6.258
           4286	 -8.242
           4287	 -3.053
           4288	 -0.702
           4289	 -1.984
           4290	 -2.320
           4291	 -3.175
           4292	 -4.609
           4293	 -5.678
           4294	 -6.380
           4295	 -4.915
           4296	  0.000
           4297	  7.143
           4298	  9.890
           4299	  3.205
           4300	 -3.419
           4301	 -0.458
           4302	  4.335
           4303	  1.587
           4304	 -5.739
           4305	 -9.402
           4306	 -4.853
           4307	  4.976
           4308	 11.569
           4309	  9.188
           4310	  1.954
           4311	 -1.587
           4312	 -0.031
           4313	  0.519
           4314	 -2.930
           4315	 -6.258
           4316	 -5.281
           4317	 -0.977
           4318	  0.824
           4319	 -1.343
           4320	 -2.076
           4321	 -0.549
           4322	 -0.305
           4323	 -1.129
           4324	 -2.198
           4325	 -3.327
           4326	 -1.984
           4327	  3.602
           4328	 10.012
           4329	 10.256
           4330	  3.510
           4331	 -1.282
           4332	  0.305
           4333	  2.808
           4334	  2.625
           4335	  0.763
           4336	 -3.144
           4337	 -7.021
           4338	 -6.197
           4339	 -2.167
           4340	 -1.007
           4341	 -5.189
           4342	-10.470
           4343	 -8.883
           4344	  1.343
           4345	 10.134
           4346	 11.722
           4347	 10.440
           4348	  8.181
           4349	  4.731
           4350	  0.122
           4351	 -3.053
           4352	 -1.129
           4353	 -0.061
           4354	 -5.281
           4355	 -9.829
           4356	 -7.234
           4357	 -0.122
           4358	  2.991
           4359	 -3.144
           4360	 -9.188
           4361	 -2.686
           4362	  8.913
           4363	 10.745
           4364	  5.220
           4365	 -0.275
           4366	 -5.220
           4367	 -7.326
           4368	 -5.250
           4369	  1.007
           4370	  6.105
           4371	  2.473
           4372	 -2.686
           4373	 -0.580
           4374	  5.220
           4375	  6.441
           4376	  1.618
           4377	 -0.977
           4378	  0.733
           4379	  1.282
           4380	 -0.611
           4381	 -3.571
           4382	 -4.792
           4383	 -1.862
           4384	  2.411
           4385	  4.304
           4386	  2.198
           4387	 -3.175
           4388	 -9.463
           4389	-12.302
           4390	 -7.295
           4391	  2.747
           4392	  9.249
           4393	  6.868
           4394	  1.007
           4395	 -0.092
           4396	  3.388
           4397	  7.204
           4398	  9.035
           4399	  7.875
           4400	  2.167
           4401	 -5.739
           4402	 -9.158
           4403	 -6.899
           4404	 -4.548
           4405	 -5.586
           4406	 -7.753
           4407	 -3.541
           4408	  8.547
           4409	 17.399
           4410	 14.469
           4411	  5.464
           4412	  2.045
           4413	  3.419
           4414	 -0.641
           4415	 -7.814
           4416	-10.409
           4417	-11.050
           4418	-10.379
           4419	 -5.647
           4420	  0.488
           4421	  3.053
           4422	 -0.916
           4423	 -6.532
           4424	 -7.112
           4425	 -3.358
           4426	  2.320
           4427	  5.617
           4428	  3.480
           4429	  3.327
           4430	  7.234
           4431	  7.204
           4432	  3.541
           4433	  1.648
           4434	  1.099
           4435	 -0.427
           4436	 -1.679
           4437	  1.252
           4438	  4.823
           4439	  1.343
           4440	 -7.051
           4441	 -9.829
           4442	 -3.419
           4443	  2.106
           4444	  2.167
           4445	  2.259
           4446	  2.625
           4447	  3.236
           4448	  5.250
           4449	  3.541
           4450	 -0.824
           4451	 -2.991
           4452	 -4.762
           4453	 -6.166
           4454	 -4.823
           4455	 -0.153
           4456	  4.670
           4457	  6.685
           4458	  6.532
           4459	  2.961
           4460	 -1.587
           4461	 -3.663
           4462	 -7.967
           4463	-11.966
           4464	 -7.418
           4465	  1.099
           4466	  5.861
           4467	  4.915
           4468	 -1.038
           4469	 -6.441
           4470	 -7.326
           4471	 -4.701
           4472	 -1.068
           4473	 -0.122
           4474	 -1.282
           4475	 -0.214
           4476	  2.778
           4477	  4.090
           4478	  3.755
           4479	  3.907
           4480	  2.778
           4481	  1.129
           4482	  4.823
           4483	  9.371
           4484	  4.884
           4485	  0.733
           4486	  5.495
           4487	  5.891
           4488	 -2.595
           4489	 -7.631
           4490	 -3.785
           4491	  4.731
           4492	  8.394
           4493	  1.374
           4494	 -6.929
           4495	 -8.150
           4496	 -5.311
           4497	 -2.381
           4498	 -0.488
           4499	  1.374
           4500	  3.358
           4501	  3.877
           4502	  1.679
           4503	 -1.587
           4504	 -2.839
           4505	 -1.496
           4506	 -0.031
           4507	 -1.160
           4508	 -2.961
           4509	 -2.167
           4510	 -0.122
           4511	  1.099
           4512	  1.221
           4513	 -0.183
           4514	  0.458
           4515	  3.449
           4516	  1.435
           4517	 -3.938
           4518	 -6.227
           4519	 -5.861
           4520	 -3.816
           4521	 -0.427
           4522	  1.893
           4523	  2.808
           4524	  3.327
           4525	  3.175
           4526	  1.923
           4527	 -1.648
           4528	 -3.541
           4529	  0.702
           4530	  4.487
           4531	  2.717
           4532	 -0.305
           4533	 -1.435
           4534	 -1.068
           4535	 -1.435
           4536	 -2.320
           4537	 -1.679
           4538	 -2.930
           4539	 -6.227
           4540	 -3.449
           4541	  4.304
           4542	  8.120
           4543	  6.990
           4544	  3.510
           4545	 -0.733
           4546	 -2.442
           4547	  0.305
           4548	  4.579
           4549	  4.945
           4550	  1.587
           4551	 -0.733
           4552	 -1.862
           4553	 -3.907
           4554	 -5.037
           4555	 -2.686
           4556	  0.794
           4557	  0.611
           4558	 -2.442
           4559	 -1.740
           4560	  2.747
           4561	  5.525
           4562	  5.189
           4563	  2.839
           4564	  0.427
           4565	 -1.160
           4566	 -2.320
           4567	 -2.289
           4568	 -0.916
           4569	  1.007
           4570	  2.015
           4571	  0.885
           4572	 -2.411
           4573	 -6.197
           4574	 -7.448
           4575	 -6.349
           4576	 -2.930
           4577	  2.534
           4578	  5.006
           4579	  4.548
           4580	  2.717
           4581	 -1.160
           4582	 -3.419
           4583	 -1.709
           4584	  2.595
           4585	  6.319
           4586	  6.349
           4587	  3.968
           4588	  1.374
           4589	 -1.770
           4590	 -4.823
           4591	 -5.220
           4592	 -1.618
           4593	  2.686
           4594	  2.656
           4595	  0.519
           4596	  0.122
           4597	  0.427
           4598	 -0.519
           4599	 -2.503
           4600	 -4.304
           4601	 -5.189
           4602	 -4.243
           4603	 -1.190
           4604	  2.289
           4605	  3.266
           4606	  2.411
           4607	  2.717
           4608	  4.365
           4609	  5.525
           4610	  4.670
           4611	  2.289
           4612	  2.228
           4613	  1.648
           4614	 -4.976
           4615	 -8.791
           4616	 -4.274
           4617	 -0.366
           4618	 -0.977
           4619	 -2.076
           4620	 -0.244
           4621	  2.564
           4622	  2.900
           4623	  0.855
           4624	 -1.221
           4625	 -2.198
           4626	 -2.198
           4627	 -0.488
           4628	  1.038
           4629	  0.183
           4630	 -1.587
           4631	 -3.083
           4632	 -1.190
           4633	  3.053
           4634	  3.053
           4635	 -0.427
           4636	 -0.549
           4637	  3.663
           4638	  6.288
           4639	  4.670
