   Elapsed time	 RESP, 
       0:29.992	  0.185
       0:30.000	  0.196
       0:30.008	  0.206
       0:30.016	  0.218
       0:30.024	  0.229
       0:30.032	  0.241
       0:30.040	  0.254
       0:30.048	  0.268
       0:30.056	  0.282
       0:30.064	  0.294
       0:30.072	  0.307
       0:30.080	  0.319
       0:30.088	  0.330
       0:30.096	  0.342
       0:30.104	  0.355
       0:30.112	  0.367
       0:30.120	  0.379
       0:30.128	  0.391
       0:30.136	  0.403
       0:30.144	  0.414
       0:30.152	  0.425
       0:30.160	  0.434
       0:30.168	  0.444
       0:30.176	  0.452
       0:30.184	  0.458
       0:30.192	  0.465
       0:30.200	  0.472
       0:30.208	  0.478
       0:30.216	  0.485
       0:30.224	  0.490
       0:30.232	  0.495
       0:30.240	  0.500
       0:30.248	  0.503
       0:30.256	  0.508
       0:30.264	  0.514
       0:30.272	  0.519
       0:30.280	  0.525
       0:30.288	  0.532
       0:30.296	  0.539
       0:30.304	  0.546
       0:30.312	  0.554
       0:30.320	  0.562
       0:30.328	  0.570
       0:30.336	  0.578
       0:30.344	  0.586
       0:30.352	  0.595
       0:30.360	  0.606
       0:30.368	  0.618
       0:30.376	  0.630
       0:30.384	  0.641
       0:30.392	  0.652
       0:30.400	  0.664
       0:30.408	  0.674
       0:30.416	  0.686
       0:30.424	  0.698
       0:30.432	  0.710
       0:30.440	  0.721
       0:30.448	  0.733
       0:30.456	  0.746
       0:30.464	  0.757
       0:30.472	  0.768
       0:30.480	  0.779
       0:30.488	  0.790
       0:30.496	  0.800
       0:30.504	  0.809
       0:30.512	  0.819
       0:30.520	  0.830
       0:30.528	  0.841
       0:30.536	  0.851
       0:30.544	  0.861
       0:30.552	  0.872
       0:30.560	  0.881
       0:30.568	  0.891
       0:30.576	  0.900
       0:30.584	  0.910
       0:30.592	  0.921
       0:30.600	  0.932
       0:30.608	  0.943
       0:30.616	  0.955
       0:30.624	  0.966
       0:30.632	  0.978
       0:30.640	  0.987
       0:30.648	  0.998
       0:30.656	  0.999
       0:30.664	  1.000
       0:30.672	  1.000
       0:30.680	  1.000
       0:30.688	  1.000
       0:30.696	  1.000
       0:30.704	  1.000
       0:30.712	  1.000
       0:30.720	  1.000
       0:30.728	  1.000
       0:30.736	  1.000
       0:30.744	  1.000
       0:30.752	  1.000
       0:30.760	  1.000
       0:30.768	  1.000
       0:30.776	  1.000
       0:30.784	  1.000
       0:30.792	  1.000
       0:30.800	  1.000
       0:30.808	  1.000
       0:30.816	  1.000
       0:30.824	  1.000
       0:30.832	  1.000
       0:30.840	  1.000
       0:30.848	  1.000
       0:30.856	  1.000
       0:30.864	  1.000
       0:30.872	  1.000
       0:30.880	  1.000
       0:30.888	  1.000
       0:30.896	  0.985
       0:30.904	  0.970
       0:30.912	  0.951
       0:30.920	  0.932
       0:30.928	  0.912
       0:30.936	  0.891
       0:30.944	  0.871
       0:30.952	  0.851
       0:30.960	  0.833
       0:30.968	  0.814
       0:30.976	  0.797
       0:30.984	  0.780
       0:30.992	  0.762
       0:31.000	  0.745
       0:31.008	  0.726
       0:31.016	  0.709
       0:31.024	  0.692
       0:31.032	  0.675
       0:31.040	  0.661
       0:31.048	  0.645
       0:31.056	  0.630
       0:31.064	  0.614
       0:31.072	  0.597
       0:31.080	  0.582
       0:31.088	  0.566
       0:31.096	  0.550
       0:31.104	  0.536
       0:31.112	  0.521
       0:31.120	  0.509
       0:31.128	  0.497
       0:31.136	  0.487
       0:31.144	  0.477
       0:31.152	  0.468
       0:31.160	  0.460
       0:31.168	  0.454
       0:31.176	  0.447
       0:31.184	  0.442
       0:31.192	  0.437
       0:31.200	  0.434
       0:31.208	  0.431
       0:31.216	  0.429
       0:31.224	  0.427
       0:31.232	  0.426
       0:31.240	  0.425
       0:31.248	  0.425
       0:31.256	  0.425
       0:31.264	  0.426
       0:31.272	  0.427
       0:31.280	  0.428
       0:31.288	  0.429
       0:31.296	  0.430
       0:31.304	  0.430
       0:31.312	  0.431
       0:31.320	  0.431
       0:31.328	  0.431
       0:31.336	  0.432
       0:31.344	  0.432
       0:31.352	  0.432
       0:31.360	  0.432
       0:31.368	  0.432
       0:31.376	  0.431
       0:31.384	  0.430
       0:31.392	  0.429
       0:31.400	  0.428
       0:31.408	  0.425
       0:31.416	  0.422
       0:31.424	  0.418
       0:31.432	  0.414
       0:31.440	  0.411
       0:31.448	  0.407
       0:31.456	  0.402
       0:31.464	  0.397
       0:31.472	  0.391
       0:31.480	  0.386
       0:31.488	  0.379
       0:31.496	  0.372
       0:31.504	  0.366
       0:31.512	  0.359
       0:31.520	  0.351
       0:31.528	  0.344
       0:31.536	  0.336
       0:31.544	  0.328
       0:31.552	  0.320
       0:31.560	  0.312
       0:31.568	  0.304
       0:31.576	  0.295
       0:31.584	  0.287
       0:31.592	  0.281
       0:31.600	  0.274
       0:31.608	  0.268
       0:31.616	  0.264
       0:31.624	  0.259
       0:31.632	  0.256
       0:31.640	  0.253
       0:31.648	  0.252
       0:31.656	  0.250
       0:31.664	  0.250
       0:31.672	  0.249
       0:31.680	  0.249
       0:31.688	  0.249
       0:31.696	  0.249
       0:31.704	  0.249
       0:31.712	  0.249
       0:31.720	  0.249
       0:31.728	  0.249
       0:31.736	  0.249
       0:31.744	  0.249
       0:31.752	  0.249
       0:31.760	  0.247
       0:31.768	  0.246
       0:31.776	  0.244
       0:31.784	  0.242
       0:31.792	  0.239
       0:31.800	  0.238
       0:31.808	  0.235
       0:31.816	  0.232
       0:31.824	  0.230
       0:31.832	  0.228
       0:31.840	  0.226
       0:31.848	  0.224
       0:31.856	  0.223
       0:31.864	  0.221
       0:31.872	  0.220
       0:31.880	  0.218
       0:31.888	  0.217
       0:31.896	  0.216
       0:31.904	  0.215
       0:31.912	  0.215
       0:31.920	  0.214
       0:31.928	  0.214
       0:31.936	  0.214
       0:31.944	  0.214
       0:31.952	  0.214
       0:31.960	  0.215
       0:31.968	  0.216
       0:31.976	  0.217
       0:31.984	  0.218
       0:31.992	  0.219
       0:32.000	  0.220
       0:32.008	  0.221
       0:32.016	  0.222
       0:32.024	  0.222
       0:32.032	  0.223
       0:32.040	  0.223
       0:32.048	  0.223
       0:32.056	  0.222
       0:32.064	  0.221
       0:32.072	  0.220
       0:32.080	  0.217
       0:32.088	  0.215
       0:32.096	  0.213
       0:32.104	  0.210
       0:32.112	  0.206
       0:32.120	  0.202
       0:32.128	  0.197
       0:32.136	  0.193
       0:32.144	  0.188
       0:32.152	  0.183
       0:32.160	  0.177
       0:32.168	  0.172
       0:32.176	  0.166
       0:32.184	  0.159
       0:32.192	  0.152
       0:32.200	  0.146
       0:32.208	  0.140
       0:32.216	  0.133
       0:32.224	  0.128
       0:32.232	  0.123
       0:32.240	  0.120
       0:32.248	  0.116
       0:32.256	  0.114
       0:32.264	  0.112
       0:32.272	  0.111
       0:32.280	  0.110
       0:32.288	  0.110
       0:32.296	  0.110
       0:32.304	  0.111
       0:32.312	  0.112
       0:32.320	  0.114
       0:32.328	  0.115
       0:32.336	  0.117
       0:32.344	  0.119
       0:32.352	  0.121
       0:32.360	  0.123
       0:32.368	  0.123
       0:32.376	  0.124
       0:32.384	  0.124
       0:32.392	  0.124
       0:32.400	  0.124
       0:32.408	  0.124
       0:32.416	  0.124
       0:32.424	  0.123
       0:32.432	  0.123
       0:32.440	  0.122
       0:32.448	  0.121
       0:32.456	  0.120
       0:32.464	  0.119
       0:32.472	  0.118
       0:32.480	  0.117
       0:32.488	  0.116
       0:32.496	  0.115
       0:32.504	  0.114
       0:32.512	  0.113
       0:32.520	  0.111
       0:32.528	  0.111
       0:32.536	  0.111
       0:32.544	  0.112
       0:32.552	  0.113
       0:32.560	  0.116
       0:32.568	  0.118
       0:32.576	  0.122
       0:32.584	  0.125
       0:32.592	  0.131
       0:32.600	  0.136
       0:32.608	  0.142
       0:32.616	  0.149
       0:32.624	  0.155
       0:32.632	  0.162
       0:32.640	  0.169
       0:32.648	  0.177
       0:32.656	  0.186
       0:32.664	  0.195
       0:32.672	  0.204
       0:32.680	  0.215
       0:32.688	  0.226
       0:32.696	  0.238
       0:32.704	  0.249
       0:32.712	  0.261
       0:32.720	  0.271
       0:32.728	  0.282
       0:32.736	  0.290
       0:32.744	  0.299
       0:32.752	  0.308
       0:32.760	  0.316
       0:32.768	  0.323
       0:32.776	  0.329
       0:32.784	  0.335
       0:32.792	  0.342
       0:32.800	  0.347
       0:32.808	  0.352
       0:32.816	  0.357
       0:32.824	  0.362
       0:32.832	  0.367
       0:32.840	  0.372
       0:32.848	  0.377
       0:32.856	  0.383
       0:32.864	  0.389
       0:32.872	  0.395
       0:32.880	  0.401
       0:32.888	  0.407
       0:32.896	  0.413
       0:32.904	  0.420
       0:32.912	  0.428
       0:32.920	  0.436
       0:32.928	  0.446
       0:32.936	  0.456
       0:32.944	  0.464
       0:32.952	  0.474
       0:32.960	  0.484
       0:32.968	  0.494
       0:32.976	  0.504
       0:32.984	  0.516
       0:32.992	  0.528
       0:33.000	  0.541
       0:33.008	  0.552
       0:33.016	  0.564
       0:33.024	  0.575
       0:33.032	  0.586
       0:33.040	  0.596
       0:33.048	  0.606
       0:33.056	  0.615
       0:33.064	  0.625
       0:33.072	  0.633
       0:33.080	  0.643
       0:33.088	  0.652
       0:33.096	  0.661
       0:33.104	  0.669
       0:33.112	  0.676
       0:33.120	  0.684
       0:33.128	  0.691
       0:33.136	  0.700
       0:33.144	  0.709
       0:33.152	  0.718
       0:33.160	  0.728
       0:33.168	  0.739
       0:33.176	  0.750
       0:33.184	  0.761
       0:33.192	  0.772
       0:33.200	  0.782
       0:33.208	  0.793
       0:33.216	  0.803
       0:33.224	  0.812
       0:33.232	  0.823
       0:33.240	  0.834
       0:33.248	  0.846
       0:33.256	  0.857
       0:33.264	  0.868
       0:33.272	  0.879
       0:33.280	  0.889
       0:33.288	  0.898
       0:33.296	  0.908
       0:33.304	  0.919
       0:33.312	  0.930
       0:33.320	  0.941
       0:33.328	  0.952
       0:33.336	  0.963
       0:33.344	  0.974
       0:33.352	  0.984
       0:33.360	  0.992
       0:33.368	  1.000
       0:33.376	  1.000
       0:33.384	  1.000
       0:33.392	  1.000
       0:33.400	  1.000
       0:33.408	  1.000
       0:33.416	  1.000
       0:33.424	  1.000
       0:33.432	  1.000
       0:33.440	  1.000
       0:33.448	  1.000
       0:33.456	  1.000
       0:33.464	  1.000
       0:33.472	  1.000
       0:33.480	  1.000
       0:33.488	  1.000
       0:33.496	  1.000
       0:33.504	  0.996
       0:33.512	  0.991
       0:33.520	  0.983
       0:33.528	  0.976
       0:33.536	  0.968
       0:33.544	  0.960
       0:33.552	  0.951
       0:33.560	  0.942
       0:33.568	  0.933
       0:33.576	  0.923
       0:33.584	  0.913
       0:33.592	  0.903
       0:33.600	  0.893
       0:33.608	  0.884
       0:33.616	  0.873
       0:33.624	  0.861
       0:33.632	  0.849
       0:33.640	  0.837
       0:33.648	  0.822
       0:33.656	  0.807
       0:33.664	  0.791
       0:33.672	  0.774
       0:33.680	  0.759
       0:33.688	  0.744
       0:33.696	  0.729
       0:33.704	  0.715
       0:33.712	  0.699
       0:33.720	  0.683
       0:33.728	  0.667
       0:33.736	  0.650
       0:33.744	  0.635
       0:33.752	  0.622
       0:33.760	  0.609
       0:33.768	  0.597
       0:33.776	  0.586
       0:33.784	  0.575
       0:33.792	  0.564
       0:33.800	  0.554
       0:33.808	  0.545
       0:33.816	  0.537
       0:33.824	  0.529
       0:33.832	  0.522
       0:33.840	  0.516
       0:33.848	  0.510
       0:33.856	  0.506
       0:33.864	  0.501
       0:33.872	  0.498
       0:33.880	  0.495
       0:33.888	  0.492
       0:33.896	  0.489
       0:33.904	  0.488
       0:33.912	  0.486
       0:33.920	  0.485
       0:33.928	  0.484
       0:33.936	  0.482
       0:33.944	  0.481
       0:33.952	  0.479
       0:33.960	  0.478
       0:33.968	  0.476
       0:33.976	  0.474
       0:33.984	  0.471
       0:33.992	  0.469
       0:34.000	  0.466
       0:34.008	  0.463
       0:34.016	  0.459
       0:34.024	  0.456
       0:34.032	  0.451
       0:34.040	  0.446
       0:34.048	  0.440
       0:34.056	  0.433
       0:34.064	  0.427
       0:34.072	  0.420
       0:34.080	  0.413
       0:34.088	  0.406
       0:34.096	  0.397
       0:34.104	  0.388
       0:34.112	  0.378
       0:34.120	  0.369
       0:34.128	  0.358
       0:34.136	  0.348
       0:34.144	  0.337
       0:34.152	  0.327
       0:34.160	  0.319
       0:34.168	  0.310
       0:34.176	  0.302
       0:34.184	  0.294
       0:34.192	  0.287
       0:34.200	  0.281
       0:34.208	  0.275
       0:34.216	  0.270
       0:34.224	  0.265
       0:34.232	  0.261
       0:34.240	  0.258
       0:34.248	  0.255
       0:34.256	  0.253
       0:34.264	  0.251
       0:34.272	  0.250
       0:34.280	  0.250
       0:34.288	  0.250
       0:34.296	  0.251
       0:34.304	  0.252
       0:34.312	  0.253
       0:34.320	  0.254
       0:34.328	  0.256
       0:34.336	  0.256
       0:34.344	  0.257
       0:34.352	  0.257
       0:34.360	  0.257
       0:34.368	  0.257
       0:34.376	  0.256
       0:34.384	  0.255
       0:34.392	  0.254
       0:34.400	  0.253
       0:34.408	  0.252
       0:34.416	  0.251
       0:34.424	  0.250
       0:34.432	  0.249
       0:34.440	  0.249
       0:34.448	  0.248
       0:34.456	  0.248
       0:34.464	  0.249
       0:34.472	  0.249
       0:34.480	  0.250
       0:34.488	  0.250
       0:34.496	  0.250
       0:34.504	  0.251
       0:34.512	  0.252
       0:34.520	  0.253
       0:34.528	  0.254
       0:34.536	  0.255
       0:34.544	  0.255
       0:34.552	  0.256
       0:34.560	  0.257
       0:34.568	  0.258
       0:34.576	  0.258
       0:34.584	  0.259
       0:34.592	  0.259
       0:34.600	  0.260
       0:34.608	  0.259
       0:34.616	  0.259
       0:34.624	  0.258
       0:34.632	  0.257
       0:34.640	  0.256
       0:34.648	  0.255
       0:34.656	  0.253
       0:34.664	  0.252
       0:34.672	  0.249
       0:34.680	  0.246
       0:34.688	  0.242
       0:34.696	  0.239
       0:34.704	  0.235
       0:34.712	  0.231
       0:34.720	  0.226
       0:34.728	  0.221
       0:34.736	  0.214
       0:34.744	  0.208
       0:34.752	  0.201
       0:34.760	  0.194
       0:34.768	  0.186
       0:34.776	  0.178
       0:34.784	  0.169
       0:34.792	  0.161
       0:34.800	  0.154
       0:34.808	  0.148
       0:34.816	  0.142
       0:34.824	  0.136
       0:34.832	  0.130
       0:34.840	  0.125
       0:34.848	  0.121
       0:34.856	  0.116
       0:34.864	  0.113
       0:34.872	  0.111
       0:34.880	  0.109
       0:34.888	  0.109
       0:34.896	  0.108
       0:34.904	  0.107
       0:34.912	  0.107
       0:34.920	  0.107
       0:34.928	  0.107
       0:34.936	  0.107
       0:34.944	  0.107
       0:34.952	  0.107
       0:34.960	  0.107
       0:34.968	  0.107
       0:34.976	  0.107
       0:34.984	  0.107
       0:34.992	  0.107
       0:35.000	  0.107
       0:35.008	  0.107
       0:35.016	  0.107
       0:35.024	  0.106
       0:35.032	  0.106
       0:35.040	  0.105
       0:35.048	  0.104
       0:35.056	  0.103
       0:35.064	  0.102
       0:35.072	  0.102
       0:35.080	  0.101
       0:35.088	  0.101
       0:35.096	  0.102
       0:35.104	  0.102
       0:35.112	  0.103
       0:35.120	  0.105
       0:35.128	  0.106
       0:35.136	  0.109
       0:35.144	  0.110
       0:35.152	  0.113
       0:35.160	  0.116
       0:35.168	  0.119
       0:35.176	  0.122
       0:35.184	  0.124
       0:35.192	  0.127
       0:35.200	  0.130
       0:35.208	  0.133
       0:35.216	  0.136
       0:35.224	  0.140
       0:35.232	  0.144
       0:35.240	  0.148
       0:35.248	  0.152
       0:35.256	  0.157
       0:35.264	  0.163
       0:35.272	  0.169
       0:35.280	  0.175
       0:35.288	  0.180
       0:35.296	  0.186
       0:35.304	  0.192
       0:35.312	  0.198
       0:35.320	  0.205
       0:35.328	  0.212
       0:35.336	  0.219
       0:35.344	  0.225
       0:35.352	  0.231
       0:35.360	  0.237
       0:35.368	  0.241
       0:35.376	  0.246
       0:35.384	  0.252
       0:35.392	  0.257
       0:35.400	  0.262
       0:35.408	  0.267
       0:35.416	  0.272
       0:35.424	  0.277
       0:35.432	  0.282
       0:35.440	  0.286
       0:35.448	  0.290
       0:35.456	  0.294
       0:35.464	  0.298
       0:35.472	  0.303
       0:35.480	  0.308
       0:35.488	  0.313
       0:35.496	  0.319
       0:35.504	  0.324
       0:35.512	  0.329
       0:35.520	  0.336
       0:35.528	  0.342
       0:35.536	  0.350
       0:35.544	  0.358
       0:35.552	  0.368
       0:35.560	  0.377
       0:35.568	  0.387
       0:35.576	  0.398
       0:35.584	  0.408
       0:35.592	  0.418
       0:35.600	  0.428
       0:35.608	  0.438
       0:35.616	  0.447
       0:35.624	  0.456
       0:35.632	  0.465
       0:35.640	  0.475
       0:35.648	  0.485
       0:35.656	  0.496
       0:35.664	  0.504
       0:35.672	  0.513
       0:35.680	  0.521
       0:35.688	  0.529
       0:35.696	  0.537
       0:35.704	  0.544
       0:35.712	  0.553
       0:35.720	  0.562
       0:35.728	  0.572
       0:35.736	  0.582
       0:35.744	  0.591
       0:35.752	  0.602
       0:35.760	  0.612
       0:35.768	  0.622
       0:35.776	  0.631
       0:35.784	  0.640
       0:35.792	  0.650
       0:35.800	  0.661
       0:35.808	  0.672
       0:35.816	  0.682
       0:35.824	  0.692
       0:35.832	  0.702
       0:35.840	  0.712
       0:35.848	  0.720
       0:35.856	  0.731
       0:35.864	  0.741
       0:35.872	  0.752
       0:35.880	  0.763
       0:35.888	  0.774
       0:35.896	  0.786
       0:35.904	  0.798
       0:35.912	  0.810
       0:35.920	  0.821
       0:35.928	  0.832
       0:35.936	  0.842
       0:35.944	  0.851
       0:35.952	  0.860
       0:35.960	  0.870
       0:35.968	  0.879
       0:35.976	  0.888
       0:35.984	  0.895
       0:35.992	  0.902
       0:36.000	  0.908
       0:36.008	  0.914
       0:36.016	  0.918
       0:36.024	  0.923
       0:36.032	  0.925
       0:36.040	  0.928
       0:36.048	  0.929
       0:36.056	  0.930
       0:36.064	  0.929
       0:36.072	  0.928
       0:36.080	  0.926
       0:36.088	  0.925
       0:36.096	  0.922
       0:36.104	  0.920
       0:36.112	  0.918
       0:36.120	  0.916
       0:36.128	  0.914
       0:36.136	  0.912
       0:36.144	  0.910
       0:36.152	  0.908
       0:36.160	  0.905
       0:36.168	  0.902
       0:36.176	  0.899
       0:36.184	  0.895
       0:36.192	  0.891
       0:36.200	  0.888
       0:36.208	  0.882
       0:36.216	  0.876
       0:36.224	  0.869
       0:36.232	  0.862
       0:36.240	  0.854
       0:36.248	  0.847
       0:36.256	  0.837
       0:36.264	  0.828
       0:36.272	  0.817
       0:36.280	  0.805
       0:36.288	  0.792
       0:36.296	  0.778
       0:36.304	  0.764
       0:36.312	  0.751
       0:36.320	  0.737
       0:36.328	  0.723
       0:36.336	  0.709
       0:36.344	  0.693
       0:36.352	  0.677
       0:36.360	  0.661
       0:36.368	  0.644
       0:36.376	  0.629
       0:36.384	  0.613
       0:36.392	  0.597
       0:36.400	  0.584
       0:36.408	  0.570
       0:36.416	  0.558
       0:36.424	  0.546
       0:36.432	  0.537
       0:36.440	  0.526
       0:36.448	  0.517
       0:36.456	  0.508
       0:36.464	  0.500
       0:36.472	  0.493
       0:36.480	  0.487
       0:36.488	  0.480
       0:36.496	  0.475
       0:36.504	  0.470
       0:36.512	  0.465
       0:36.520	  0.461
       0:36.528	  0.458
       0:36.536	  0.455
       0:36.544	  0.451
       0:36.552	  0.448
       0:36.560	  0.445
       0:36.568	  0.442
       0:36.576	  0.439
       0:36.584	  0.437
       0:36.592	  0.434
       0:36.600	  0.431
       0:36.608	  0.428
       0:36.616	  0.424
       0:36.624	  0.421
       0:36.632	  0.417
       0:36.640	  0.414
       0:36.648	  0.411
       0:36.656	  0.406
       0:36.664	  0.402
       0:36.672	  0.395
       0:36.680	  0.389
       0:36.688	  0.381
       0:36.696	  0.372
       0:36.704	  0.364
       0:36.712	  0.354
       0:36.720	  0.344
       0:36.728	  0.335
       0:36.736	  0.326
       0:36.744	  0.317
       0:36.752	  0.307
       0:36.760	  0.298
       0:36.768	  0.287
       0:36.776	  0.278
       0:36.784	  0.270
       0:36.792	  0.261
       0:36.800	  0.254
       0:36.808	  0.247
       0:36.816	  0.242
       0:36.824	  0.237
       0:36.832	  0.232
       0:36.840	  0.228
       0:36.848	  0.225
       0:36.856	  0.222
       0:36.864	  0.221
       0:36.872	  0.219
       0:36.880	  0.219
       0:36.888	  0.218
       0:36.896	  0.219
       0:36.904	  0.219
       0:36.912	  0.220
       0:36.920	  0.221
       0:36.928	  0.222
       0:36.936	  0.223
       0:36.944	  0.225
       0:36.952	  0.226
       0:36.960	  0.227
       0:36.968	  0.228
       0:36.976	  0.229
       0:36.984	  0.229
       0:36.992	  0.230
       0:37.000	  0.231
       0:37.008	  0.231
       0:37.016	  0.232
       0:37.024	  0.232
       0:37.032	  0.233
       0:37.040	  0.234
       0:37.048	  0.235
       0:37.056	  0.236
       0:37.064	  0.238
       0:37.072	  0.239
       0:37.080	  0.240
       0:37.088	  0.242
       0:37.096	  0.243
       0:37.104	  0.245
       0:37.112	  0.247
       0:37.120	  0.249
       0:37.128	  0.252
       0:37.136	  0.255
       0:37.144	  0.258
       0:37.152	  0.262
       0:37.160	  0.266
       0:37.168	  0.271
       0:37.176	  0.275
       0:37.184	  0.280
       0:37.192	  0.283
       0:37.200	  0.287
       0:37.208	  0.290
       0:37.216	  0.293
       0:37.224	  0.295
       0:37.232	  0.297
       0:37.240	  0.299
       0:37.248	  0.301
       0:37.256	  0.302
       0:37.264	  0.303
       0:37.272	  0.303
       0:37.280	  0.303
       0:37.288	  0.302
       0:37.296	  0.300
       0:37.304	  0.297
       0:37.312	  0.293
       0:37.320	  0.288
       0:37.328	  0.282
       0:37.336	  0.275
       0:37.344	  0.267
       0:37.352	  0.258
       0:37.360	  0.250
       0:37.368	  0.241
       0:37.376	  0.234
       0:37.384	  0.226
       0:37.392	  0.218
       0:37.400	  0.209
       0:37.408	  0.201
       0:37.416	  0.193
       0:37.424	  0.185
       0:37.432	  0.178
       0:37.440	  0.171
       0:37.448	  0.165
       0:37.456	  0.160
       0:37.464	  0.155
       0:37.472	  0.152
       0:37.480	  0.148
       0:37.488	  0.146
       0:37.496	  0.143
       0:37.504	  0.142
       0:37.512	  0.140
       0:37.520	  0.139
       0:37.528	  0.139
       0:37.536	  0.138
       0:37.544	  0.138
       0:37.552	  0.138
       0:37.560	  0.138
       0:37.568	  0.138
       0:37.576	  0.137
       0:37.584	  0.136
       0:37.592	  0.136
       0:37.600	  0.134
       0:37.608	  0.133
       0:37.616	  0.131
       0:37.624	  0.130
       0:37.632	  0.128
       0:37.640	  0.126
       0:37.648	  0.124
       0:37.656	  0.122
       0:37.664	  0.119
       0:37.672	  0.117
       0:37.680	  0.116
       0:37.688	  0.115
       0:37.696	  0.115
       0:37.704	  0.114
       0:37.712	  0.115
       0:37.720	  0.115
       0:37.728	  0.116
       0:37.736	  0.117
       0:37.744	  0.118
       0:37.752	  0.120
       0:37.760	  0.122
       0:37.768	  0.124
       0:37.776	  0.128
       0:37.784	  0.131
       0:37.792	  0.135
       0:37.800	  0.139
       0:37.808	  0.144
       0:37.816	  0.149
       0:37.824	  0.154
       0:37.832	  0.160
       0:37.840	  0.165
       0:37.848	  0.170
       0:37.856	  0.175
       0:37.864	  0.180
       0:37.872	  0.184
       0:37.880	  0.189
       0:37.888	  0.193
       0:37.896	  0.196
       0:37.904	  0.199
       0:37.912	  0.203
       0:37.920	  0.206
       0:37.928	  0.210
       0:37.936	  0.211
       0:37.944	  0.213
       0:37.952	  0.213
       0:37.960	  0.213
       0:37.968	  0.211
       0:37.976	  0.210
       0:37.984	  0.206
       0:37.992	  0.203
       0:38.000	  0.199
       0:38.008	  0.196
       0:38.016	  0.193
       0:38.024	  0.189
       0:38.032	  0.184
       0:38.040	  0.180
       0:38.048	  0.174
       0:38.056	  0.169
       0:38.064	  0.165
       0:38.072	  0.162
       0:38.080	  0.159
       0:38.088	  0.157
       0:38.096	  0.157
       0:38.104	  0.156
       0:38.112	  0.158
       0:38.120	  0.159
       0:38.128	  0.163
       0:38.136	  0.168
       0:38.144	  0.174
       0:38.152	  0.180
       0:38.160	  0.187
       0:38.168	  0.194
       0:38.176	  0.201
       0:38.184	  0.209
       0:38.192	  0.218
       0:38.200	  0.227
       0:38.208	  0.236
       0:38.216	  0.245
       0:38.224	  0.254
       0:38.232	  0.263
       0:38.240	  0.272
       0:38.248	  0.281
       0:38.256	  0.288
       0:38.264	  0.297
       0:38.272	  0.305
       0:38.280	  0.313
       0:38.288	  0.321
       0:38.296	  0.328
       0:38.304	  0.336
       0:38.312	  0.344
       0:38.320	  0.351
       0:38.328	  0.358
       0:38.336	  0.365
       0:38.344	  0.371
       0:38.352	  0.378
       0:38.360	  0.385
       0:38.368	  0.393
       0:38.376	  0.401
       0:38.384	  0.408
       0:38.392	  0.414
       0:38.400	  0.420
       0:38.408	  0.427
       0:38.416	  0.435
       0:38.424	  0.443
       0:38.432	  0.451
       0:38.440	  0.459
       0:38.448	  0.469
       0:38.456	  0.479
       0:38.464	  0.489
       0:38.472	  0.499
       0:38.480	  0.507
       0:38.488	  0.516
       0:38.496	  0.525
       0:38.504	  0.535
       0:38.512	  0.544
       0:38.520	  0.554
       0:38.528	  0.565
       0:38.536	  0.576
       0:38.544	  0.586
       0:38.552	  0.595
       0:38.560	  0.605
       0:38.568	  0.614
       0:38.576	  0.625
       0:38.584	  0.634
       0:38.592	  0.645
       0:38.600	  0.657
       0:38.608	  0.667
       0:38.616	  0.676
       0:38.624	  0.685
       0:38.632	  0.694
       0:38.640	  0.701
       0:38.648	  0.708
       0:38.656	  0.713
       0:38.664	  0.718
       0:38.672	  0.722
       0:38.680	  0.726
       0:38.688	  0.730
       0:38.696	  0.733
       0:38.704	  0.736
       0:38.712	  0.740
       0:38.720	  0.742
       0:38.728	  0.745
       0:38.736	  0.748
       0:38.744	  0.751
       0:38.752	  0.754
       0:38.760	  0.758
       0:38.768	  0.762
       0:38.776	  0.767
       0:38.784	  0.774
       0:38.792	  0.780
       0:38.800	  0.787
       0:38.808	  0.793
       0:38.816	  0.800
       0:38.824	  0.805
       0:38.832	  0.813
       0:38.840	  0.821
       0:38.848	  0.829
       0:38.856	  0.838
       0:38.864	  0.845
       0:38.872	  0.852
       0:38.880	  0.858
       0:38.888	  0.865
       0:38.896	  0.872
       0:38.904	  0.879
       0:38.912	  0.887
       0:38.920	  0.893
       0:38.928	  0.900
       0:38.936	  0.907
       0:38.944	  0.914
       0:38.952	  0.921
       0:38.960	  0.926
       0:38.968	  0.932
       0:38.976	  0.935
       0:38.984	  0.940
       0:38.992	  0.945
       0:39.000	  0.950
       0:39.008	  0.955
       0:39.016	  0.960
       0:39.024	  0.964
       0:39.032	  0.968
       0:39.040	  0.971
       0:39.048	  0.975
       0:39.056	  0.977
       0:39.064	  0.979
       0:39.072	  0.982
       0:39.080	  0.984
       0:39.088	  0.985
       0:39.096	  0.986
       0:39.104	  0.985
       0:39.112	  0.985
       0:39.120	  0.984
       0:39.128	  0.983
       0:39.136	  0.981
       0:39.144	  0.979
       0:39.152	  0.977
       0:39.160	  0.973
       0:39.168	  0.969
       0:39.176	  0.964
       0:39.184	  0.958
       0:39.192	  0.952
       0:39.200	  0.945
       0:39.208	  0.938
       0:39.216	  0.929
       0:39.224	  0.918
       0:39.232	  0.904
       0:39.240	  0.891
       0:39.248	  0.873
       0:39.256	  0.854
       0:39.264	  0.833
       0:39.272	  0.812
       0:39.280	  0.791
       0:39.288	  0.770
       0:39.296	  0.749
       0:39.304	  0.728
